School Name,City,Type,Address,Website,Phone,Email,Description
"Wuxi United International School","Hangzhou","International School",,"https://www.nessic.org/team/springboard-international-bilingual-school",,,
"Yew Wah International Education School","Hangzhou","International School",,"https://www.nessic.org/team/wuxi-united-international-school",,,
"Beanstalk International Bilingual School","Hangzhou","International School",,"https://www.nessic.org/team/yew-wah-",,,
"Cogdel Cranleigh High School","Hangzhou","School",,"https://www.nessic.org/team/beanstalk-international-bilingual-school-shunyi-campus",,,
"Shanghai United International School","Hangzhou","International School",,"https://www.nessic.org/team/hiba-academy-hangzhou",,,
"Transpace Changchun Foreign Language School","Hangzhou","School",,"https://www.nessic.org/team/shanghai-united-international-school-qingpu-campus",,,
"Cogdel Cranleigh School","Hangzhou","School",,"https://www.nessic.org/team/wycombe-abbey-school-changzhou",,,
"Dehong Beijing International Chinese School","Hangzhou","International School",,"https://www.nessic.org/team/changwai-bilingual-school",,,
"Green Oasis School","Hangzhou","School",,"https://www.nessic.org/team/dehong-beijing-international-chinese-school",,,
"Harrow LiDe School","Hangzhou","School",,"https://www.nessic.org/team/dehong-beijing-international-chinese-school",,,
"Ningbo Huamao International School","Hangzhou","International School",,"https://www.nessic.org/team/green-oasis-school",,,
"Wuxi Dipont School","Hangzhou","School",,"https://www.nessic.org/team/shenzhen-college-of-international-education",,,
"Tianjin Yaohua High School","Hangzhou","School",,"https://fitzgabrielsschools.com/2025/03/06/admiral-farragut-academy-tianjin/",,,
"Shanghai New Epoch Bilingual School","Hangzhou","Bilingual School",,"https://fitzgabrielsschools.com/2025/03/06/admiral-farragut-academy-dongguan/",,,
"Limai Chinese American International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2025/03/07/shanghai-new-epoch-bilingual-school/",,,
"Whittle School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/05/05/yale-university/",,,
"Aeon School","Hangzhou","School",,"https://fitzgabrielsschools.com/2025/03/07/avenues-the-world-school-silicon-valley/",,,
"Chadwick School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/02/CHADWICK-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Darrow School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2024/04/THE-DARROW-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Pei Jing graduated from the Darrow School","Hangzhou","School",,"https://fitzgabrielsschools.com/2025/03/10/jped-academy/",,,
"Beijing BISS International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2025/03/10/beijing-biss-international-school/",,,
"To find out more about what The Darrow School","Hangzhou","School",,"https://fitzgabrielsschools.com/2025/03/10/beijing-biss-international-school/",,,
"Shanghai SMIC Private School","Hangzhou","Private School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/09/MARIANAPOLIS-PREPARATORY-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Linyi Foreign Language Middle School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/09/MARIANAPOLIS-PREPARATORY-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"SNA Marianapolis International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2019/07/30/the-association-of-boarding-schools/",,,
"North Cross School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/04/15/national-association-of-independent-schools/",,,
"Washington DC
- Whittle School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Haileybury International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2021/09/07/australian-boarding-schools-association/",,,
"Bedford School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2020/03/BEDFORD-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Craigclowan School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Cranleigh Prep
- Cranleigh Abu Dhabi
- Codgel Cranleigh China School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/07/07/the-independent-schools-christian-alliance/",,,
"Changsha
- Codgel Cranleigh China School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/08/DOWNE-HOUSE-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"British International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2020/05/05/boarding-schools-association/",,,
"International Chinese School","Hangzhou","International School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/08/DURHAM-SCHOOL-CAMPUS.png?resize=1024%2C576&ssl=1",,,
"Harrow School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2023/10/HURTWOOD-HOUSE-SCHOOL-CAMPUS.png?resize=1200%2C675&ssl=1",,,
"Heathfield Knoll School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/02/25/oldest-private-schools-in-the-world/",,,
"Heathfield International School Bangkok
- Heathfield International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2021/02/25/oldest-private-schools-in-the-world/",,,
"Canterbury
- aKCess Online School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2021/02/KINGS-COLLEGE-SCHOOL-WIMBLEDON-CAMPUS.png?resize=1000%2C500&ssl=1",,,
"College School Chengdu
- International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2021/02/24/international-baccalaureate-schools/",,,
"College International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"College School","Hangzhou","Higher Education",,"https://fitzgabrielsschools.com/2021/02/24/international-baccalaureate-schools/",,,
"Knightsbridge School International Montenegro
- Knightsbridge School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Lucton School Shanghai
- Lucton School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/02/25/oldest-private-schools-in-the-world/",,,
"Mount Kelly School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/05/07/the-society-of-heads/",,,
"Foremarke School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/02/22/independent-schools-council/",,,
"Repton Al Barsha
- Repton School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/02/22/independent-schools-council/",,,
"Royal Grammar School Guildford Dubai
- Royal Grammar School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/02/26/council-of-international-schools/",,,
"Rugby School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/05/05/boarding-schools-association/",,,
"Casterton
- Mulberry Bush
- Rong Qiao Sedbergh School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/05/05/boarding-schools-association/",,,
"Shrewsbury International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2021/02/18/headmasters-and-headmistresses-conference/",,,
"City Campus
- Shrewsbury International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Riverside Campus
- Shrewsbury International School Hong Kong
- Shrewsbury International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Shrewsbury School","Hangzhou","School",,"https://i0.wp.com/fitzgabrielsschools.com/wp-content/uploads/2022/01/FITZGABRIELS-SCHOOL-HOLDING-HEADER-GRAPHIC.png?resize=1200%2C675&ssl=1",,,
"Codgel Cranleigh China School","Hangzhou","School",,"https://fitzgabrielsschools.com/2021/07/07/the-independent-schools-christian-alliance/",,,
"HD Schools Beijing
- HD Schools Ningbo
- HD Schools Qingdao
- HD School","Hangzhou","School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"Shrewsbury International School Hong Kong
- Shrewsbury International School","Hangzhou","International School",,"https://fitzgabrielsschools.com/2020/03/17/the-great-schools/",,,
"International School","Xi'an","International School",,"https://www.internationalschoolsreview.com/author/missouri65807",,,
"Nord Anglia International School","Xi'an","International School",,"https://whichschooladvisor.com/uae/search-articles/s437/brighton-college-dubai",,,
"New British School","Xi'an","School",,"https://whichschooladvisor.com/uae/search-articles/s1197/dibber-nursery-al-barsha-south",,,
"Ash Mount School","Xi'an","School",,"https://whichschooladvisor.com/uae/school-news/harrow-to-gordonstoun-every-new-school-opening-in-the-uae-in-2026-with-fees",,,
"Gordonstoun School","Xi'an","School",,"https://whichschooladvisor.com/uae/search-articles/s1693/dubai-international-academy-town-square",,,
"Xi'an Liangjiatan International School","Xi'an","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/5283/images/469509_smaller.jpg",,,
"Hanova International School","Xi'an","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/5283/images/487894_smaller.webp",,,
"Kang Chiao International School","Xi'an","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/3678/images/908076_smaller.jpg",,,
"Dehong Xi'an International Chinese School","Xi'an","International School",,"https://www.teacherhorizons.com/schools/asia-china-xi-an-kang-chiao-international-school-xi-an-qujiang-campus",,,
"Xi'an International School","Xi'an","International School",,"https://www.teacherhorizons.com/static/mediav2/schools/4646/images/550695_smaller.webp",,,
"Explore all the International School","Xi'an","International School",,"https://www.international-schools-database.com/country/china/top-international-schools-in-china",,,
"China

Xi'an Liangjiatan International School","Xi'an","International School",,"https://directory-ca-prod.s3.ca-central-1.amazonaws.com/schools/646/logo/main_default-logo-0f0f1cc99dce2adb7c5b276e488defb50b15723fc8982bfa449e163c15ca5ea1.png",,,
"Liangjiatan International School","Xi'an","International School",,"https://directory-ca-prod.s3.ca-central-1.amazonaws.com/schools/646/logo/main_default-logo-0f0f1cc99dce2adb7c5b276e488defb50b15723fc8982bfa449e163c15ca5ea1.png",,,
"Hi-Tech International School","Xi'an","International School",,,,,
"It is the first IB World School","Xi'an","School",,,,,
"XLIS became a certified AP High School","Xi'an","School",,,,,
"Sino-Mongolian International School","Xi'an","International School",,,,,
"Shaanxi International Education Exchange Model School","Xi'an","International School",,,,,
"Tuition

School","Xi'an","School",,,,,
"Whole School","Xi'an","School",,"http://vr.xalis.com:4422/](http://vr.xalis.com:4422/",,,
"Davis

The New School","Xi'an","School",,,,,
"Xian International School","Xi'an","International School",,"https://xianinternationalschool.com/#content",,,
"Middle School","Xi'an","School",,"https://xianinternationalschool.com/academic/curriculum/",,,
"High School","Xi'an","School",,"https://xianinternationalschool.com/academic/curriculum/middle-school-curriculum/",,,
"After School","Xi'an","School",,"https://xianinternationalschool.com/academic/electives/",,,
"First Week of School","Xi'an","School",,"https://xianinternationalschool.com/2025/09/02/first-week-of-school-a-win/",,,
"School EnglishMiddle School MathMiddle School HistoryMiddle School","Xi'an","School",,"https://xianinternationalschool.com/2025/06/26/awards-day-photos/",,,
"Capstone Honor School","Xi'an","School",,"https://xianinternationalschool.com/wp-content/uploads/2024/12/128px_WIDA_Logo_Horizontal_CMYK_UW-Madison-260x80.png",,,
"Dalian Huamei School","Xi'an","School",,"https://www.nessic.org/team/avenues-shenzhen",,,
"Dehong Xi'an School","Xi'an","School",,"https://www.nessic.org/team/china-world-academy",,,
"Harrow Haikou LiDe School","Xi'an","School",,"https://www.nessic.org/team/dalian-huamei-school",,,
"Sedbergh School","Xi'an","School",,"https://www.nessic.org/team/harrow-haikou-lide-school",,,
"Springboard International Bilingual School","Xi'an","International School",,"https://www.nessic.org/team/hiba-academy-nantong",,,
"Wuxi United International School","Xi'an","International School",,"https://www.nessic.org/team/springboard-international-bilingual-school",,,
"Yew Wah International Education School","Xi'an","International School",,"https://www.nessic.org/team/wuxi-united-international-school",,,
"Beanstalk International Bilingual School","Xi'an","International School",,"https://www.nessic.org/team/yew-wah-",,,
"Cogdel Cranleigh High School","Xi'an","School",,"https://www.nessic.org/team/beanstalk-international-bilingual-school-shunyi-campus",,,
"Shanghai United International School","Xi'an","International School",,"https://www.nessic.org/team/hiba-academy-hangzhou",,,
"Transpace Changchun Foreign Language School","Xi'an","School",,"https://www.nessic.org/team/shanghai-united-international-school-qingpu-campus",,,
"Wycombe Abbey School","Xi'an","School",,"https://www.nessic.org/team/transpace-changchun-foreign-language-school",,,
